id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39908417,"Harvard Sq 1BR w/ W/D, nr. Harvard University",107434423,Blueground,,Mid-Cambridge,42.37025,-71.10849,Entire home/apt,181,32,0,,,383,284,0,""
39918089,Bright Spacious 3BR 2BA Home in Cambridge,250597522,Cynthia,,North Cambridge,42.39382,-71.13258,Entire home/apt,412,1,39,2022-09-17,1.18,2,230,37,STR-59485
39950998,#7 REMARKABLE COZY ROOM!! CLOSE TO HARVARD  SQUARE,307979339,Aziz,,Strawberry Hill,42.37501,-71.16233,Private room,107,2,43,2022-08-30,1.31,4,168,24,
39971003,"Summer/Fall In Boston, Stay Now,",285344759,Bv,,Area 2/MIT,42.34886,-71.07055,Private room,122,2,18,2022-08-19,0.55,33,162,14,LB-101723
39989150,#8 ADORABLE PARIS CONCEPT ROOM CLOSE TO HARVARD SQ,307979339,Aziz,,Strawberry Hill,42.37517,-71.16175,Private room,74,3,29,2022-09-17,0.83,4,152,11,
39989882,#6 BRIGHT LONDON PRIVATE ROOM CLOSE TO HARVARD SQ,307979339,Aziz,,Strawberry Hill,42.37563,-71.1636,Private room,98,1,28,2022-09-20,0.81,4,58,20,
40035442,"Prices Cannot Be Beat, Perfect Boston Apartment",285344759,Bv,,Area 2/MIT,42.34753,-71.0706,Private room,114,2,32,2022-09-01,0.94,33,166,24,LB-101724
40117803,AT Private Studio in Boston's Bay Village! 5-23,285344759,Bv,,Area 2/MIT,42.34859,-71.06884,Entire home/apt,160,3,54,2022-09-03,1.58,33,5,29,LB-101724
40283311,Blue Waters - Harbor View,92691757,Melissa,,East Cambridge,42.3699,-71.06146,Private room,300,1,2,2022-08-26,1.13,6,156,2,STR-420570
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,,Area 2/MIT,42.35036,-71.08368,Entire home/apt,135,91,0,,,11,333,0,
40322765,Luxury Boston Apartment Fenway,158837906,Hashouki,,Area 2/MIT,42.34312,-71.10005,Entire home/apt,782,3,0,,,43,362,0,STR-635478
40327298,2 Bed Apartment-BU/Fenway/Longwood -free parking!,311628721,Michael & Cassandra,,Area 2/MIT,42.34781,-71.10705,Entire home/apt,402,2,104,2022-09-18,3.11,1,64,74,
40348580,3BR Spacious Apt in The Heart of Boston Downtown!!,100148225,Amy,,Area 2/MIT,42.35471,-71.06173,Entire home/apt,532,3,29,2022-09-21,5.40,1,169,29,STR-481430
40375467,Lovely Studio in Boston Near Metro + Pet-Friendly,48005494,Zeus,,East Cambridge,42.35459,-71.05346,Entire home/apt,149,32,5,2022-04-19,0.24,13,280,1,
40429003,"Renovated,Fully Furnished 1 Bedroom in Back Bay",266312920,STARS Of,,Area 2/MIT,42.35224,-71.08072,Entire home/apt,132,29,0,,,26,128,0,
40446364,Fully Furnished 1Bed Steps to Longwood Medical,31340713,Kama,,Area 2/MIT,42.33851,-71.11306,Entire home/apt,127,2,35,2022-08-19,1.45,23,184,29,
40447371,"Longwood Medical Condo with Parking, Sleeps 4",266312920,STARS Of,,Cambridgeport,42.33818,-71.11387,Entire home/apt,127,2,3,2022-06-30,0.10,26,184,2,
40512451,"Perfect Spot, Affordable Studio!",285344759,Bv,,Area 2/MIT,42.34944,-71.07022,Private room,109,2,20,2022-09-05,0.59,33,163,15,LB-101723
40538985,Contemporary South End Condo,314025657,Mary,,Area 2/MIT,42.33951,-71.07362,Entire home/apt,250,60,5,2021-07-31,0.19,1,23,0,STR-422993
40552282,"Large 4/5 bed,MIT, Harvard,Tufts,close to Red Line",96961013,Deb,,North Cambridge,42.39327,-71.13524,Entire home/apt,250,30,1,2021-05-31,0.06,1,262,0,
40564625,"Renovated 3 bed,1.5 bath, close to MIT, Harvard",31340713,Kama,,Riverside,42.36493,-71.11236,Entire home/apt,194,30,0,,,23,365,0,
40565168,"Renovated 3 Bed,1.5 Bath Close to Harvard and MIT",266312920,STARS Of,,Riverside,42.36343,-71.11263,Entire home/apt,389,31,0,,,26,365,0,
40610690,"West Medford Colonial Beauty, Newly Renovated!",13222973,Matt,,North Cambridge,42.4229,-71.1294,Entire home/apt,300,4,29,2022-09-04,1.12,1,23,8,
40729917,"Lovely 1BR in Boston, Near Metro + Pet-Friendly",48005494,Zeus,,East Cambridge,42.36481,-71.06402,Entire home/apt,160,32,2,2022-08-12,0.08,13,189,1,
40730006,Pet-Friendly Studio in Boston Near Metro,48005494,Zeus,,East Cambridge,42.36714,-71.06467,Entire home/apt,164,32,4,2021-12-23,0.19,13,310,1,
40790713,"Bright, Cozy, Longwood Medical Condo, Sleeps 4",266312920,STARS Of,,Area 2/MIT,42.33869,-71.11306,Entire home/apt,129,30,16,2022-08-31,0.47,26,166,7,
40802120,Prices And Location CANNOT Be Beat! 3-B1,285344759,Bv,,Area 2/MIT,42.34912,-71.06908,Entire home/apt,148,3,23,2022-08-28,0.69,33,79,7,STR415222
40805478,Watertown CRKZ . great room super clean.,101861255,Ana,,Strawberry Hill,42.36871,-71.15527,Private room,59,28,14,2022-06-30,0.42,3,21,4,
40843926,Studio in Boston with Flexible Cancellations!,285344759,Bv,,Area 2/MIT,42.34958,-71.06877,Private room,120,2,12,2022-09-03,0.36,33,172,3,LB-101723
40844698,Studio in Boston with Flexible Cancellations!,285344759,Bv,,Area 2/MIT,42.34908,-71.0692,Private room,114,2,20,2022-08-18,0.60,33,169,14,LB-101723
40845057,"Monthly Discounts, Short/Long Stays, Book Now!",285344759,Bv,,Area 2/MIT,42.34761,-71.07055,Private room,109,2,26,2022-08-01,0.81,33,167,12,LB-101723
40871791,Graduate Student living near Harvard Square,25654103,Tom,,Mid-Cambridge,42.37655,-71.10375,Private room,82,91,2,2022-07-31,0.28,9,287,2,
40882667,"T Students/Nurses, Perfect Boston Apartment",285344759,Bv,,Area 2/MIT,42.34951,-71.06901,Private room,121,2,24,2022-09-05,0.73,33,162,16,LB-101723
40886365,Beautiful West Cambridge Apartment,78446576,Jessica,,Neighborhood Nine,42.3858,-71.13694,Entire home/apt,200,1,16,2021-04-09,0.64,1,259,0,STR-77762
40919597,The Boxer Boston Deluxe Double,272082418,The Boxer Hotel,,East Cambridge,42.3628,-71.06228,Private room,525,1,3,2022-03-17,0.20,3,344,1,Exempt: This listing is a hotel or motel
40919810,The Boxer Boston Junior Suite Accessible,272082418,The Boxer Hotel,,East Cambridge,42.36333,-71.06136,Private room,552,1,2,2022-02-13,0.22,3,333,2,Exempt: This listing is a hotel or motel
40919826,The Boxer Traditional Accessible King,272082418,The Boxer Hotel,,East Cambridge,42.3646,-71.06347,Private room,452,1,8,2022-05-31,0.62,3,344,7,Exempt: This listing is a hotel or motel
40932844,"Downtown 1BR w/ W/D, Doorman, nr Chinatown T",107434423,Blueground,,East Cambridge,42.35892,-71.05416,Entire home/apt,248,32,0,,,383,274,0,
40971703,"Lovely, Pet-Friendly 2BR in Boston Near Metro",48005494,Zeus,,East Cambridge,42.36567,-71.06435,Entire home/apt,202,32,2,2022-05-14,0.13,13,255,1,
41056764,Kool furnished bedroom NR central Sq Redline,320886104,Chet,,Cambridgeport,42.36265,-71.102,Private room,65,4,0,,,1,0,0,
41066379,Stylish Master Bedroom Brookline Fenway/Longwood,6102813,Mark,,Area 2/MIT,42.33438,-71.112,Private room,250,30,0,,,3,148,0,
41076686,Furnished 1BR in Boston w/ Gym + .5 miles to Metro,48005494,Zeus,,Area 2/MIT,42.34774,-71.07879,Entire home/apt,170,32,1,2022-01-20,0.12,13,267,1,
41076804,Furnished 2BR in Boston w/ Gym + .5 miles to Metro,48005494,Zeus,,Area 2/MIT,42.34724,-71.08,Entire home/apt,209,32,3,2022-02-28,0.18,13,262,1,
41087314,A Cozy 3 Bedroom Home Close To Boston & Parking,321327851,Shirley,,East Cambridge,42.38944,-71.08419,Entire home/apt,225,2,88,2022-09-18,3.46,1,160,57,
41102193,"Somerville 1BR w/ Gym, Doorman, nr. Assembly Row",107434423,Blueground,,East Cambridge,42.3941,-71.07829,Entire home/apt,203,32,0,,,383,307,0,
41102403,Downtown Studio w/ AC nr N. Station & TD Garden,107434423,Blueground,,East Cambridge,42.36085,-71.05662,Entire home/apt,171,32,0,,,383,298,0,
41102453,"Downtown 1BR w/ W/D in-unit, nr TD Garden",107434423,Blueground,,East Cambridge,42.36085,-71.05662,Entire home/apt,222,32,0,,,383,342,0,
41102476,"Downtown 2BR w/ W/D in-unit, nr. N. Station",107434423,Blueground,,East Cambridge,42.36085,-71.05662,Entire home/apt,249,32,0,,,383,317,0,
41105586,Furnished Pet-Friendly 1BR in Boston w/ Gym,48005494,Zeus,,Area 2/MIT,42.35036,-71.06426,Entire home/apt,150,32,5,2022-07-25,0.17,13,276,2,
41186382,Cozy Room in Beacon Hill/MIT/MGH. Walk Everywhere!,95634275,Sophia,,East Cambridge,42.36145267710987,-71.06411263908201,Private room,142,29,1,2022-09-10,1,14,275,1,Exempt: This listing is a unit used for furnished institutional or business stays
41223077,"Kendall Sq 1BR w/ Office Nook, Gym nr MIT",107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,236,32,0,,,383,294,0,""
41273964,Fully Furnished Private Room in Harvard Square,1000338,Mark,,Agassiz,42.37736,-71.11155,Private room,54,91,0,,,2,160,0,
41288141,"Studio, Fully Furnished in Harvard Square",1000338,Mark,,Agassiz,42.3782,-71.11088,Private room,60,91,0,,,2,210,0,
41360515,Delightful Beacon Hill 1 Bed | 1 Bath,3731207,Kaitlyn,,Area 2/MIT,42.35803,-71.0711,Entire home/apt,150,29,12,2022-09-06,0.39,3,282,4,
41379642,Sweet Sunny Spacious Cambridgeport 1 BR,3406022,Jamie,,Cambridgeport,42.35748,-71.11263,Entire home/apt,120,5,0,,,1,0,0,Str-63143
41397978,1863 House Bed and  Breakfast M307 Room 1,32532791,Marie,,Area 2/MIT,42.34387,-71.07619,Private room,160,2,20,2022-08-23,0.64,8,115,16,Approved by government
41474462,Boston Brownstone Gem GREAT location on Silverline,228074003,Donna,,Area 2/MIT,42.33917,-71.07488,Entire home/apt,91,91,0,,,1,264,0,
41566024,Clean bright private BD close to Harvard/Tufts,238798977,Michelle,,North Cambridge,42.41082,-71.14561,Private room,96,2,7,2022-08-28,0.23,10,148,6,
41569941,Beautiful condo near Harvard Square,81016862,Gaytri,,West Cambridge,42.38265,-71.13363,Private room,42,91,0,,,2,0,0,
41597848,Modern Luxury Spacious 4bed 2bath Walk EVERYWHERE!,166246917,Flavia,,Wellington-Harrington,42.38276,-71.09091,Entire home/apt,380,1,70,2022-09-14,10.10,3,173,70,
41637846,"Somerville 1BR w/ Gym, Doorman, nr. Assembly Row",107434423,Blueground,,East Cambridge,42.3941033,-71.07828689999997,Entire home/apt,203,32,0,,,383,352,0,
41740613,The Revolution Hotel,228911273,The Revolution Hotel,,Area 2/MIT,42.34591,-71.0709,Hotel room,0,1,1489,2022-09-11,43.37,1,0,553,
41740740,HARVARD  . MIT school . Very close .,222601907,Agel,,The Port,42.36813,-71.09585,Private room,75,30,1,2020-03-02,0.03,1,0,0,STR-62909
41765021,*HEART OF BOSTON* Downtown/South End/Back Bay,14016102,Jovan,,Area 2/MIT,42.3457,-71.07344,Entire home/apt,538,2,141,2022-09-04,5.01,1,250,68,STR-422478
41785294,"Downtown 1BR w/ Gym, Doorman, nr Chinatown",107434423,Blueground,,Area 2/MIT,42.35229,-71.05911,Entire home/apt,294,32,0,,,383,0,0,
41785374,"Downtown 1BR w/ Gym, Doorman, nr. S. Station",107434423,Blueground,,Area 2/MIT,42.35229,-71.05911,Entire home/apt,236,32,0,,,383,295,0,
41785889,"Downtown 1BR w/ Gym, Doorman, W/D, nr. Chinatown",107434423,Blueground,,Area 2/MIT,42.35229,-71.05911,Entire home/apt,371,32,0,,,383,20,0,
41788562,"N. End 1BR w/ Gym, Doorman, W/D, nr. TD Garden",107434423,Blueground,,East Cambridge,42.364773,-71.063143,Entire home/apt,376,32,1,2022-07-15,0.43,383,68,1,
41830938,Furnished 1BR in Cambridge w/ Concierge + Gym,48005494,Zeus,,Area 2/MIT,42.3626,-71.08696,Entire home/apt,196,32,3,2022-05-27,0.12,13,326,2,
41871493,Cambridge 1BR w/ Gym + Concierge near Transit,48005494,Zeus,,Area 2/MIT,42.36295,-71.0887,Entire home/apt,171,32,3,2021-06-06,0.16,13,238,0,
41903226,"Downtown Studio w/ W/D, Doorman, nr. Boston Common",107434423,Blueground,,Area 2/MIT,42.35221,-71.06442,Entire home/apt,188,32,0,,,383,232,0,
41925155,"Back Bay 1BR w/ Gym, Doorman, W/D, nr. Copley Mall",107434423,Blueground,,Area 2/MIT,42.34819239999999,-71.0816562,Entire home/apt,241,32,0,,,383,334,0,
41949153,"Walk to Harvard, Clean, Spacious & Convenient",8441226,Justin,,West Cambridge,42.36399,-71.13103,Entire home/apt,314,1,64,2022-09-01,2.06,4,318,53,STR-418699
41949812,Riverway the best of Boston and Brookline!,331970881,Isaac,,Area 2/MIT,42.33358,-71.11114,Entire home/apt,198,365,0,,,1,358,0,
41953347,"Back Bay 1BR w/ Gym, Doorman, nr. Copley Mall",107434423,Blueground,,Area 2/MIT,42.3491652,-71.0807758,Entire home/apt,370,32,1,2021-12-21,0.11,383,125,1,
41953381,"Back Bay 1BR w/ Gym, Doorman, nr. Esplanade",107434423,Blueground,,Area 2/MIT,42.348129,-71.080849,Entire home/apt,262,32,0,,,383,313,0,
41998167,2 Bed w/ Parking Near Kendall Square & MIT,43450256,Steve,,East Cambridge,42.36899,-71.07841,Entire home/apt,134,30,7,2022-06-30,0.23,22,294,3,
42000075,Cozy 3 Bed - Tufts-Cambridge-Boston / Free Parking,332653705,Cassie And Mike,,North Cambridge,42.40378,-71.10628,Entire home/apt,326,2,67,2022-09-12,2.12,2,75,54,
42080145,Bright Beacon Hill 1BR nr Boston Common,107434423,Blueground,,East Cambridge,42.35941,-71.06744,Entire home/apt,250,32,0,,,383,102,0,
42080174,"Downtown Studio w/ W/D, Doorman, nr. Green Line",107434423,Blueground,,Area 2/MIT,42.35221,-71.06442,Entire home/apt,177,32,0,,,383,271,0,
42080205,"Downtown 2BR w/ W/D, nr. Boston Common",107434423,Blueground,,Area 2/MIT,42.35221,-71.0639,Entire home/apt,351,32,0,,,383,133,0,
42089092,"Central Sq 1BR w/ Gym, DM, nr. Central Sq. T Stop",107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,230,32,0,,,383,307,0,""
42094372,Airy Downtown 1BR Near Harbor w/ Concierge,48005494,Zeus,,East Cambridge,42.35721,-71.05726,Entire home/apt,169,32,4,2021-11-01,0.18,13,244,1,
42094510,Beautiful 1BR in The Devonshire Near Shops,48005494,Zeus,,East Cambridge,42.3573,-71.05675,Entire home/apt,208,32,1,2021-05-04,0.06,13,346,0,
42116124,Cambridge Harvard - MIT Great Room 1,19788941,Jean Manuel,,The Port,42.36916,-71.09616,Private room,46,91,1,2020-11-22,0.04,7,91,0,
42116996,Sleek Downtown Studio w/ Gym Near Parks + Transit,48005494,Zeus,,East Cambridge,42.3528,-71.05337,Entire home/apt,150,32,4,2021-12-23,0.16,13,272,1,
42138731,Tufts/Boston/Cambridge-easy access to Harvard/MIT,21745230,Jurek,,North Cambridge,42.39951,-71.10697,Private room,85,3,17,2022-09-19,0.79,19,147,15,
42139900,Bedrooms(#C1) Adjacent to Harvard/MIT走路到哈佛,292907881,Ying,,Mid-Cambridge,42.38009,-71.10198,Private room,76,28,19,2022-04-11,0.60,3,108,4,
42195053,Gorgeous Beacon Hill 1BR nr MA State House,107434423,Blueground,,East Cambridge,42.35941,-71.06744,Entire home/apt,170,32,0,,,383,270,0,
42231352,Beautiful light filled 3 bed avail 7/21 to 8/31/22,216438589,Laurie,,The Port,42.36843,-71.10063,Entire home/apt,285,30,2,2022-08-31,0.91,1,169,2,
42291527,"Somerville 1BR w/ Gym, Doorman, nr. Assembly Row",107434423,Blueground,,East Cambridge,42.3941033,-71.07828689999997,Entire home/apt,210,32,0,,,383,300,0,
42357558,2 Bed 1 Bath Near MIT,43450256,Steve,,East Cambridge,42.36754,-71.07835,Entire home/apt,250,30,6,2022-06-06,0.28,22,304,3,
42388112,Bedrooms(#K) Adjacent to Harvard/MIT走路到哈佛,292907881,Ying,,Mid-Cambridge,42.37786,-71.10344,Private room,65,28,22,2022-08-04,0.70,3,54,7,
42534050,Spacious clean queen bedroom - perfect location!,96423949,Jessica & Shawn,,Cambridgeport,42.33967,-71.11979,Private room,210,1,2,2022-05-14,0.33,9,212,2,
42638417,Large King sized bedroom in beautiful Harvard sq!,81016862,Gaytri,,West Cambridge,42.38166,-71.13195,Private room,55,91,0,,,2,0,0,
42664410,Luxury Boston Apartment Fenway,158837906,Hashouki,,East Cambridge,42.37092,-71.07228,Entire home/apt,684,7,3,2020-10-17,0.12,43,365,0,
42703923,Spacious 3 Bed-Tufts/Cambridge/Boston-Free Parking,332653705,Cassie And Mike,,North Cambridge,42.40618,-71.10659,Entire home/apt,286,2,77,2022-09-15,2.50,2,75,63,
42708089,Ample Allston 2BR w/ W/D in basement,107434423,Blueground,,West Cambridge,42.3496531,-71.14948140000001,Entire home/apt,203,32,1,2021-03-22,0.05,383,324,0,
42708127,Bright Allston 2BR w/ W/D in basement,107434423,Blueground,,West Cambridge,42.34983,-71.1494,Entire home/apt,200,32,1,2021-08-15,0.07,383,341,0,
42708174,Spacious Allston 2BR w/ W/D in basement,107434423,Blueground,,West Cambridge,42.34979949999999,-71.1495084,Entire home/apt,215,32,0,,,383,274,0,
42708208,"N. End 1BR w/ Gym, Doorman, W/D, nr. TD Garden",107434423,Blueground,,East Cambridge,42.364773,-71.063143,Entire home/apt,224,32,1,2022-05-29,0.26,383,328,1,
42836939,"Hedy Lamarr room, large cozy room with a view",2063272,"Sam, Jesse, And Kaia",,Agassiz,42.38682,-71.11111,Private room,95,91,0,,,5,363,0,
42863510,Clean Penthouse Suite near Boston  +Free Parking,134962425,Peter,,Wellington-Harrington,42.3866,-71.08844,Entire home/apt,370,3,65,2022-09-05,2.54,2,304,41,
42894122,Cozy Apartment - BU / Fenway / Longwood Medical,142808482,Cassandra,,Area 2/MIT,42.34841,-71.10869,Entire home/apt,341,2,70,2022-09-15,2.28,1,84,64,
42915815,High floor Luxury building with river views,6574212,Jim,,East Cambridge,42.36548,-71.06833,Private room,99,29,5,2022-08-28,0.38,3,106,4,
42946067,"Central Sq 1BR w/ Gym, DM, nr. Central Sq. T",107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,226,32,0,,,383,305,0,""
42950780,"Cozy and Clean Apt near Harvard,MIT & BU!",118205164,Berta,,Wellington-Harrington,42.37615,-71.09954,Entire home/apt,250,2,84,2022-09-01,3.29,2,148,46,
42975758,Comfy Spacious Room Near Harvard BS,194167208,Reina,,West Cambridge,42.36283,-71.13054,Private room,70,3,57,2022-09-20,3.50,2,14,46,STR-383875
42980478,Comfy Room Near Harvard BS,194167208,Reina,,West Cambridge,42.36091,-71.13049,Private room,68,3,63,2022-09-19,3.46,2,83,55,STR-383875
42996911,Inman sq luxury Suite - Spacious and modern,22604641,Emanuel,,Wellington-Harrington,42.37584,-71.09595,Entire home/apt,200,3,88,2022-09-08,3.24,2,287,49,
43032465,"Modern S. End 2BR w/ Doorman, W/D in Unit",107434423,Blueground,,Area 2/MIT,42.3440643,-71.06509799999999,Entire home/apt,347,32,0,,,383,111,0,
43032495,"Smart S. End 2BR w/ Doorman, W/D in Unit",107434423,Blueground,,Area 2/MIT,42.34406,-71.0651,Entire home/apt,211,32,1,2022-02-27,0.14,383,342,1,
43032512,"Ideal S. End 2BR w/ Doorman, W/D in Unit",107434423,Blueground,,Area 2/MIT,42.3440643,-71.06509799999999,Entire home/apt,247,32,0,,,383,232,0,
43051461,Sunny One Bedroom in East Somerville,33904260,Carrie,,Wellington-Harrington,42.38847,-71.08989,Entire home/apt,300,7,4,2021-01-16,0.15,1,283,0,
43071363,"* NEW Listing * A True GEM in South End , Boston!!",159978864,Santo,,Area 2/MIT,42.34488,-71.07195,Entire home/apt,243,1,95,2022-09-18,3.64,2,298,53,STR-414972
43121188,"Somerville 1BR w/ Gym, Doorman, nr. Assembly Row",107434423,Blueground,,East Cambridge,42.3941033,-71.07828689999997,Entire home/apt,205,32,0,,,383,340,0,
43215731,"Newly Renovated, 2Bed Steps to Longwood Med Center",31340713,Kama,,Area 2/MIT,42.33698,-71.11177,Entire home/apt,198,2,46,2022-08-11,2.04,23,221,31,
43216937,Sunny Renovated 2bed Close to Longwood Med Area,266312920,STARS Of,,Area 2/MIT,42.33691,-71.1134,Entire home/apt,198,2,21,2022-09-04,0.92,26,221,13,
43267987,Spacious 1BR | Laundry | Gym | Close to Hospitals,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,1,23,2022-08-18,1.13,33,365,10,Exempt: This listing is a unit that has contracts with hospitals
43275982,Modern 1BR | Kitchen | Work From Home | Free WiFi,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,1,11,2022-02-21,0.44,33,365,2,Exempt: This listing is a unit that has contracts with hospitals
43276219,Private & Clean 1BR | Work Desk | Downtown Boston,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,29,5,2021-04-14,0.21,33,233,0,Exempt: This listing is a unit that has contracts with hospitals
43276852,Downtown 2BR w/ Balcony | Work From Home | GLS,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,528,1,3,2022-07-31,0.15,33,364,1,Exempt: This listing is a unit that has contracts with hospitals
43277216,Spacious & Clean 2BR | W/D | Wi-Fi | Close to BU,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,509,1,14,2021-07-01,0.65,33,364,0,Exempt: This listing is a unit that has contracts with hospitals
43277439,Private & Clean 2BR | Balcony | Downtown Boston,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,528,1,1,2021-02-15,0.05,33,365,0,Exempt: This listing is a unit that has contracts with hospitals
43300494,Bright Studio | Full Kitchen | Desk| Downtown |GLS,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,1,3,2020-12-24,0.13,33,362,0,Approved by government
43301136,Modern Downtown Boston Studio | Work Desk | GLS,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,367,1,5,2022-08-28,0.22,33,365,3,Approved by government
43301292,Private & Clean Studio Apt | Gym | Steps from BCH,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,1,3,2021-04-02,0.13,33,362,0,Exempt: This listing is a unit that has contracts with hospitals
43301511,Cozy Studio | Full Kitchen | Laundry | Downtown,30283594,Global Luxury Suites,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,1,5,2022-09-03,0.22,33,362,2,Exempt: This listing is a unit that has contracts with hospitals
43329867,2BD Apt in Safe Area (Short Term Rental Available),1770603,Lucy,,West Cambridge,42.34522,-71.13475,Entire home/apt,120,30,1,2020-06-30,0.04,2,275,0,
43456291,"Charming apartment, convenient location",25432777,Donald Patrick,,North Cambridge,42.41623,-71.14698,Private room,47,24,8,2022-08-20,0.38,2,325,6,
43458371,"Charming apt, convenient location",25432777,Donald Patrick,,North Cambridge,42.41642,-71.14709,Private room,47,24,8,2022-07-29,0.32,2,55,3,
43506720,Studio conveniently located Harvard-MIT,11441054,Katy,,Strawberry Hill,42.37521,-71.16475,Entire home/apt,70,14,4,2022-08-29,0.29,4,291,2,
43673971,BACK BAY STUDIO -3 month minimum requirement,38997,Michelle,,Area 2/MIT,42.35214,-71.07704,Entire home/apt,135,29,1,2021-08-31,0.08,11,326,0,
43715032,SUPERIOR ROOM,243931054,Boston Park Plaza,,Area 2/MIT,42.35064,-71.0705,Hotel room,416,1,218,2022-09-06,7.95,11,285,23,Exempt: This listing is a hotel or motel
43755013,Perfect studio apt w/ patio near Harvard MIT,8347091,Christian,,Strawberry Hill,42.37318,-71.16569,Entire home/apt,174,1,143,2022-09-14,5.38,1,166,81,
43833357,"""Traveler's Choice Award"" Houseboat Boston Harbor!",306011239,Karen,,East Cambridge,42.37596,-71.05009,Entire home/apt,316,1,49,2022-08-28,1.89,3,327,20,STR-427698
43861872,♥Postcard Charming♥Walk MGH♥Luxe Beacon Hill♥Dogs♥,328087660,MockingJay,,East Cambridge,42.35893,-71.06908,Entire home/apt,199,32,0,,,2,210,0,
43913326,Luxury Furnished 1BR w Gym in Bostons Chinatown,95459395,Bluebird,,Area 2/MIT,42.352093,-71.060806,Entire home/apt,442,1,3,2022-05-21,0.26,18,365,3,Approved by government
43920635,"Somerville 1BR w/ Gym, Doorman, nr. Assembly Row",107434423,Blueground,,East Cambridge,42.3941,-71.07829,Entire home/apt,200,32,0,,,383,336,0,
43921650,Upscale 2BR Apartment in Downtown Boston,95459395,Bluebird,,Area 2/MIT,42.352093,-71.060806,Entire home/apt,592,1,12,2022-09-04,0.61,18,365,11,Approved by government
43921666,Spacious 2BR Apt w Balcony in Bostons Chinatown,95459395,Bluebird,,Area 2/MIT,42.352093,-71.060806,Entire home/apt,614,1,1,2022-07-05,0.37,18,365,1,Approved by government
43957058,"Modern 1BR Steps from Restaurants, Attractions",95459395,Bluebird,,Area 2/MIT,42.352093,-71.060806,Entire home/apt,442,1,0,,,18,365,0,Approved by government
43957067,"Spacious 1BR Apt in Boston Chinatown w/ Gym,Lounge",95459395,Bluebird,,Area 2/MIT,42.352093,-71.060806,Entire home/apt,457,1,0,,,18,364,0,Approved by government
43957080,"Heart of Boston! Bright Sunny 2BR w Kitchen, Gym",95459395,Bluebird,,Area 2/MIT,42.352093,-71.060806,Entire home/apt,614,1,1,2021-01-23,0.05,18,365,0,Approved by government
43977877,Lovely Boston Back Bay/BV Townhouse  Heart of City,2355815,Francine,,Area 2/MIT,42.34991,-71.0674,Entire home/apt,166,91,0,,,1,279,0,
43994299,Cozy Bedroom for you!,887148,Dawn,,East Cambridge,42.38318,-71.07211,Private room,295,3,1,2022-06-18,0.31,4,365,1,STR-431107
44014524,MODERN DOWNTOWN STUDIO,56359408,Billy,,Area 2/MIT,42.35055,-71.06486,Entire home/apt,125,91,0,,,3,279,0,
44053258,"Downtown Studio w/ W/D, Doorman, nr. Green Line",107434423,Blueground,,Area 2/MIT,42.35221,-71.06442,Entire home/apt,233,32,0,,,383,355,0,
44060731,Spacious 1 BR | Laundry | WiFi | Full Kitchen |GLS,9419684,Churchill,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,1,2,2022-09-02,1.76,19,365,2,Approved by government
44073013,The Governor's Suite - The Coolidge Corner Guest House,96423949,Jessica & Shawn,,Cambridgeport,42.33917,-71.12012,Private room,382,1,12,2022-03-20,0.46,9,176,6,
44110709,3 Bed 2 Bath Tourist House near Kendall Square,43450256,Steve,,East Cambridge,42.3725,-71.07752,Entire home/apt,300,1,3,2021-05-02,0.13,22,0,0,
44132493,Spacious 1 BR | Full Kitchen | GYM | Washer/D |GLS,9419684,Churchill,,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,1,2,2022-02-26,0.27,19,365,2,Approved by government
44135035,Exclusive 2BR | Furnished | Gym | Boston | GLS,9419684,Churchill,,Area 2/MIT,42.35131,-71.06037,Entire home/apt,1375,29,0,,,19,365,0,Approved by government
44135040,"""Traveler's Choice Award"" 45ft yacht Boston Harbor",306011239,Karen,,East Cambridge,42.37669,-71.04971,Entire home/apt,399,1,57,2022-08-24,2.13,3,213,23,STR-427698
